SAMPLE_ID	FUSION_ID	TISSUE	SPANNING_READS	ENCOMPASSING_READS	GENOMIC	5_FPG_GENE_NAME	5_IN_CDS?	5_SEGMENT_TYPE	5_SEGMENT_ID	5_COORD_IN_SEGMENT	5_FULL_AA	5_FRAME	3_FPG_GENE_NAME	3_IN_CDS?	3_SEGMENT_TYPE	3_SEGMENT_ID	3_COORD_IN_SEGMENT	3_FULL_AA	3_FRAME	FPG_FRAME_DIFFERENCE	P_VAL_CORR	DRIVER_PROB	EXPRESSION_GAIN	5_DOMAINS_RETAINED	3_DOMAINS_RETAINED	5_DOMAINS_BROKEN	3_DOMAINS_BROKEN	5_PII_RETAINED	3_PII_RETAINED	CTF	G	H	K	P	TF
./static/tmp/UGUNZBACYVMPCUZ.txt	117	AVG	1	130	chr1:1407226>chr1:1447608	ATAD3B	No	Intron	-1	-1	0	0	ATAD3A	No	Intron	-1	-1	635	0	0	1.0	0.25941993636904975	0.08098094317762228		P-loop containing nucleoside triphosphate hydrolase[Domain];ATPase, AAA-type, core[Domain];AAA+ ATPase domain[Domain];ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]					4.093066045056886E-4	7.007769350558692E-4	0.0027700414174150626	6.417462258131669E-4	0.00669668139709484	0.0016810573104561566
./static/tmp/UGUNZBACYVMPCUZ.txt	118	AVG	2	131	chr1:1407852>chr1:1448234	ATAD3B	Yes	Intron	1	383	68	1	ATAD3A	Yes	Intron	1	381	567	2	0	1.0	0.25941993636904975	0.08098094317762228		P-loop containing nucleoside triphosphate hydrolase[Domain];ATPase, AAA-type, core[Domain];AAA+ ATPase domain[Domain];ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]			4.093066045056886E-4	7.007769350558692E-4	0.0027700414174150626	6.417462258131669E-4	0.00669668139709484	0.0016810573104561566
./static/tmp/UGUNZBACYVMPCUZ.txt	119	AVG	2	131	chr1:1411423>chr1:1449774	ATAD3B	Yes	Intron	1	3954	68	1	ATAD3A	Yes	Intron	1	1921	567	2	0	1.0	0.25941993636904975	0.08098094317762228		P-loop containing nucleoside triphosphate hydrolase[Domain];ATPase, AAA-type, core[Domain];AAA+ ATPase domain[Domain];ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]			4.093066045056886E-4	7.007769350558692E-4	0.0027700414174150626	6.417462258131669E-4	0.00669668139709484	0.0016810573104561566
./static/tmp/UGUNZBACYVMPCUZ.txt	120	AVG	1	131	chr1:1411465>chr1:1449816	ATAD3B	Yes	Intron	1	3996	68	1	ATAD3A	Yes	Intron	1	1963	567	2	0	1.0	0.25941993636904975	0.08098094317762228		P-loop containing nucleoside triphosphate hydrolase[Domain];ATPase, AAA-type, core[Domain];AAA+ ATPase domain[Domain];ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]			4.093066045056886E-4	7.007769350558692E-4	0.0027700414174150626	6.417462258131669E-4	0.00669668139709484	0.0016810573104561566
./static/tmp/UGUNZBACYVMPCUZ.txt	121	AVG	2	159	chr1:1414424>chr1:1453087	ATAD3B	Yes	Intron	3	299	128	0	ATAD3A	Yes	Intron	3	295	459	0	0	1.0	0.25941993636904975	0.08098094317762228		P-loop containing nucleoside triphosphate hydrolase[Domain];ATPase, AAA-type, core[Domain];AAA+ ATPase domain[Domain]	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]			4.093066045056886E-4	7.007769350558692E-4	0.0027700414174150626	6.417462258131669E-4	0.00669668139709484	0.0016810573104561566
./static/tmp/UGUNZBACYVMPCUZ.txt	122	AVG	2	159	chr1:1414433>chr1:1452789	ATAD3B	Yes	Exon	4	5	129	1	ATAD3A	Yes	Exon	3	243	461	1	2	1.0	0.25941993636904975	0.08098094317762228		P-loop containing nucleoside triphosphate hydrolase[Domain];ATPase, AAA-type, core[Domain];AAA+ ATPase domain[Domain]	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]	ATPase family AAA domain-containing protein 3, domain of unknown function DUF3523[Domain]			4.093066045056886E-4	7.007769350558692E-4	0.0027700414174150626	6.417462258131669E-4	0.00669668139709484	0.0016810573104561566
./static/tmp/UGUNZBACYVMPCUZ.txt	159	AVG	2	645	chr1:1593014>chr1:1658897	CDK11B	Yes	Intron	6	50688	208	1	SLC35E2	No	Intron	-1	-1	0	0	1	1.0	7.923084067585392E-4	NaN							0.0	0.0	0.0	0.0	0.0	0.0
./static/tmp/UGUNZBACYVMPCUZ.txt	160	AVG	2	0	chr1:1593099>chr1:1658982	CDK11B	Yes	Intron	6	50603	208	1	SLC35E2	No	Intron	-1	-1	0	0	1	1.0	7.923084067585392E-4	NaN							0.0	0.0	0.0	0.0	0.0	0.0
./static/tmp/UGUNZBACYVMPCUZ.txt	161	AVG	2	645	chr1:1593159>chr1:1659042	CDK11B	Yes	Intron	6	50543	208	1	SLC35E2	No	Intron	-1	-1	0	0	1	1.0	7.923084067585392E-4	NaN							0.0	0.0	0.0	0.0	0.0	0.0
./static/tmp/UGUNZBACYVMPCUZ.txt	162	AVG	2	0	chr1:1593326>chr1:1659209	CDK11B	Yes	Intron	6	50376	208	1	SLC35E2	No	Intron	-1	-1	0	0	1	1.0	7.923084067585392E-4	NaN							0.0	0.0	0.0	0.0	0.0	0.0
